Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
1180133451,CAMDEN,3 Pedestrian,1 Male,0-15,2,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,ADELAIDE ROAD J/W ELSWORTHY RISE,1,19/09/2018 09:31:00 AM,Wednesday,9.31,3 Bor,B,509,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527380,184300,-0.164503,51.543233,,,Unknown,"(51.543233, -0.164503)",http://opendatacommunities.org/id/london-borough-council/camden,8334,21/12/2020 02:48:42 PM
1190175686,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Chalk Farm Road, near the junction with Harmood Street.",2,17/04/2019 07:02:00 PM,Wednesday,19.02,3 BOR,A,502,6 SINGLE CWY,20,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,1 ZEBRA,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528522,184280,-0.148051,51.542794,,,Unknown,"(51.542794, -0.148051)",http://opendatacommunities.org/id/london-borough-council/camden,8932,21/12/2020 02:48:44 PM
1190192733,CAMDEN,2 PASSENGER,1 MALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On SAVERNAKE ROAD, near the junction with MANSFIELD ROAD.",3,10/07/2019 05:45:00 PM,Wednesday,17.45,3 BOR,6,0,3 DUAL CWY,20,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,B,518,1 ZEBRA,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528160,185624,-0.152779,51.554955,,,Unknown,"(51.554955, -0.152779)",http://opendatacommunities.org/id/london-borough-council/camden,9176,21/12/2020 02:48:44 PM
0116EK40457,CAMDEN,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CLARKSON ROW 47M NW OF MORNINGTON CRESCENT,1,24/06/2016 11:50:00 PM,Friday,23.50,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529040,183180,-0.140989,51.532791,,,Unknown,"(51.532791, -0.140989)",http://opendatacommunities.org/id/london-borough-council/camden,6369,21/12/2020 02:48:38 PM
1170031137,CAMDEN,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,CUMBERLAND TERRACE J/W OUTER CIRCLE,2,09/04/2017 01:30:00 PM,Sunday,13.30,3 Bor,Unclassified,0,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528610,183210,-0.147174,51.533158,,,Unknown,"(51.533158, -0.147174)",http://opendatacommunities.org/id/london-borough-council/camden,6865,21/12/2020 02:48:39 PM
1170044627,CAMDEN,1 Driver/Rider,2 Female,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle,CAMDEN STREET J/W PRATT STREET,2,22/06/2017 01:10:00 PM,Thursday,13.10,1 TLRN,A,400,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,C,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529220,183800,-0.138167,51.538322,,,Unknown,"(51.538322, -0.138167)",http://opendatacommunities.org/id/london-borough-council/camden,7073,21/12/2020 02:48:40 PM
0116EK40177,CAMDEN,3 Pedestrian,1 Male,60+,61,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,BLOOMSBURY WAY J/W BLOOMSBURY SQUARE,1,22/03/2016 01:35:00 PM,Tuesday,13.35,3 Bor,A,40,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530330,181590,-0.122989,51.518206,,,Unknown,"(51.518206, -0.122989)",http://opendatacommunities.org/id/london-borough-council/camden,6126,21/12/2020 02:48:38 PM
0116QK50094,CAMDEN,2 Passenger,2 Female,60+,84,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach,KILBURN HIGH RD J/W BRONDESBURY RD,1,07/01/2016 02:44:00 PM,Thursday,14.44,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,451,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525350,183700,-0.193974,51.538295,,,Unknown,"(51.538295, -0.193974)",http://opendatacommunities.org/id/london-borough-council/camden,6544,21/12/2020 02:48:39 PM
0116EK40275,CAMDEN,3 Pedestrian,2 Female,25-59,35,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,CAMDEN HIGH STREET 22M NW OF BUCK STREET,1,24/04/2016 01:02:00 PM,Sunday,13.02,3 Bor,A,502,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528820,184000,-0.143859,51.54021,,,Unknown,"(51.54021, -0.143859)",http://opendatacommunities.org/id/london-borough-council/camden,6212,21/12/2020 02:48:38 PM
0115EK40149,CAMDEN,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,MUSEUM STREET J/W GREAT RUSSELL STREET,2,05/01/2015 03:40:00 PM,Monday,15.40,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530110,181580,-0.126162,51.518167,,,Unknown,"(51.518167, -0.126162)",http://opendatacommunities.org/id/london-borough-council/camden,4697,21/12/2020 02:48:36 PM
1180084108,CAMDEN,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,YORK WAY J/W CRINAN STREET,2,16/01/2018 02:40:00 PM,Tuesday,14.40,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530330,183400,-0.12232,51.534472,,,Unknown,"(51.534472, -0.12232)",http://opendatacommunities.org/id/london-borough-council/camden,7676,21/12/2020 02:48:41 PM
1190220455,CAMDEN,2 PASSENGER,2 FEMALE,60+,63,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Kidderpore Avenue, 250 metres south of the junction with heath street.",2,23/11/2019 07:15:00 PM,Saturday,19.15,3 BOR,6,0,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,0 NO XING FACILITY IN 50M,1 DARK,1 FINE,2 ROAD-WET,0 NONE,0 NONE,525263,185852,-0.194463,51.557654,,,Unknown,"(51.557654, -0.194463)",http://opendatacommunities.org/id/london-borough-council/camden,9544,21/12/2020 02:48:44 PM
0115CW10955,CAMDEN,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,OUTER CIRCLE 253M NORTH WEST OF J/W GLOUCESTER GATE,2,26/06/2015 05:03:00 PM,Friday,17.03,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528330,183580,-0.151073,51.536547,,,Unknown,"(51.536547, -0.151073)",http://opendatacommunities.org/id/london-borough-council/camden,4567,21/12/2020 02:48:35 PM
0116EO40536,CAMDEN,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,YORK WAY J/W RANDELL'S RD,2,12/08/2016 11:28:00 AM,Friday,11.28,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530240,183880,-0.123439,51.538806,,,Unknown,"(51.538806, -0.123439)",http://opendatacommunities.org/id/london-borough-council/camden,6540,21/12/2020 02:48:39 PM
0116EK40328,CAMDEN,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car,GILLIES STREET J/W WOODYARD CLOSE,4,09/05/2016 04:18:00 PM,Monday,16.18,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528460,185160,-0.148624,51.550717,,,Unknown,"(51.550717, -0.148624)",http://opendatacommunities.org/id/london-borough-council/camden,6261,21/12/2020 02:48:38 PM
1170065639,CAMDEN,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car,EUSTON ROAD 45M NE OF J/W OSSULSTON STREET,1,23/09/2017 11:30:00 PM,Saturday,23.30,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,530030,182760,-0.126879,51.528789,,,Unknown,"(51.528789, -0.126879)",http://opendatacommunities.org/id/london-borough-council/camden,7441,21/12/2020 02:48:40 PM
1180116247,CAMDEN,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car,BAYHAM STREET J/W PLENDER STREET,2,23/06/2018 08:12:00 AM,Saturday,8.12,3 Bor,C,0,2 One-Way St,1 <= 20 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529190,183560,-0.138688,51.536172,,,Unknown,"(51.536172, -0.138688)",http://opendatacommunities.org/id/london-borough-council/camden,8109,21/12/2020 02:48:42 PM
1190166411,CAMDEN,2 PASSENGER,1 MALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Crowndale Road, near the junction with camden road.",2,02/03/2019 06:15:00 AM,Saturday,6.15,1 TLRN,A,400,6 SINGLE CWY,20,06 CROSSROADS,2 AUTO SIG,B,512,4 PELICAN OR SIMILAR,1 DARK,1 FINE,2 ROAD-WET,0 NONE,0 NONE,529416,183467,-0.135465,51.535284,,,Unknown,"(51.535284, -0.135465)",http://opendatacommunities.org/id/london-borough-council/camden,8812,21/12/2020 02:48:43 PM
1190204871,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,46,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Dennington Park Road, 30 metres north of the junction with Kingdon Road.",2,12/09/2019 12:00:00 PM,Thursday,12.00,3 BOR,6,0,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,1 ZEBRA,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,525401,185013,-0.192772,51.550083,,,Unknown,"(51.550083, -0.192772)",http://opendatacommunities.org/id/london-borough-council/camden,9356,21/12/2020 02:48:44 PM
1180137723,CAMDEN,1 Driver/Rider,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,ADELAIDE ROAD J/W HAVERSTOCK HILL,2,08/10/2018 03:55:00 PM,Monday,15.55,3 Bor,A,502,6 Single Cwy,1 <= 20 MPH,7 Multi Jun,2 Auto Sig,A,502,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528160,184400,-0.153225,51.543955,,,Unknown,"(51.543955, -0.153225)",http://opendatacommunities.org/id/london-borough-council/camden,8402,21/12/2020 02:48:42 PM
1160024845,CAMDEN,2 Passenger,2 Female,60+,78,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,EUSTON ROAD J/W CARTWRIGHT GARDENS,1,11/10/2016 04:40:00 PM,Tuesday,16.40,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529940,182690,-0.128201,51.528181,,,Unknown,"(51.528181, -0.128201)",http://opendatacommunities.org/id/london-borough-council/camden,5936,21/12/2020 02:48:38 PM
0115EK40172,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,CAMDEN ROAD J/W BAYHAM STREET,2,26/02/2015 09:12:00 AM,Thursday,9.12,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,503,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528970,183940,-0.141719,51.539637,,,Unknown,"(51.539637, -0.141719)",http://opendatacommunities.org/id/london-borough-council/camden,4712,21/12/2020 02:48:36 PM
1180139012,CAMDEN,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,POND STREET 25M E OF J/W ROSSLYN HILL,2,14/10/2018 03:00:00 PM,Sunday,15.00,3 Bor,B,518,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,527058,185416,-0.168741,51.553335,,,Unknown,"(51.553335, -0.168741)",http://opendatacommunities.org/id/london-borough-council/camden,8429,21/12/2020 02:48:43 PM
0115EK40492,CAMDEN,1 Driver/Rider,1 Male,60+,73,1,2 Serious,-2 Unknown,-2 N/A,5 Taxi,FINCHLEY ROAD J/W BURRARD ROAD,2,17/06/2015 05:20:00 PM,Wednesday,17.20,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525330,185620,-0.193579,51.555554,,,Unknown,"(51.555554, -0.193579)",http://opendatacommunities.org/id/london-borough-council/camden,4983,21/12/2020 02:48:36 PM
0115EK40693,CAMDEN,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,PENTONVILLE ROAD 35M E OF YORK WAY,2,10/08/2015 03:09:00 PM,Monday,15.09,1 TLRN,A,501,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,530370,182990,-0.121895,51.530778,,,Unknown,"(51.530778, -0.121895)",http://opendatacommunities.org/id/london-borough-council/camden,5167,21/12/2020 02:48:36 PM
0115EK40956,CAMDEN,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,CAMDEN ROAD J/W MURRAY STREET.,2,27/10/2015 07:30:00 AM,Tuesday,7.30,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529440,184520,-0.134732,51.544742,,,Unknown,"(51.544742, -0.134732)",http://opendatacommunities.org/id/london-borough-council/camden,5382,21/12/2020 02:48:37 PM
48160134554,CAMDEN,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,CHARTERHOUSE STREET B500 15 METRES EAST OF JUNCTION WITH ELY PLACE,2,12/11/2016 11:10:00 AM,Saturday,11.10,3 Bor,B,500,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,5 Raining/High Winds,2 Road-Wet,0 None,0 None,531470,181610,-0.106561,51.518122,,,Unknown,"(51.518122, -0.106561)",http://opendatacommunities.org/id/london-borough-council/camden,5961,21/12/2020 02:48:38 PM
1180151331,CAMDEN,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle,ETON AVENUE 124M W OF J/W PRIMROSE HILL ROAD,2,02/12/2018 05:45:00 PM,Sunday,17.45,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,9 Unknown (S/R),2 Dark,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),527380,184510,-0.164427,51.54512,,,Unknown,"(51.54512, -0.164427)",http://opendatacommunities.org/id/london-borough-council/camden,8602,21/12/2020 02:48:43 PM
1170047709,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,COPENHAGEN STREET 2M W OF J/W YORK WAY,2,10/07/2017 06:20:00 PM,Monday,18.20,3 Bor,A,5200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,B,154,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530320,183670,-0.122364,51.536901,,,Unknown,"(51.536901, -0.122364)",http://opendatacommunities.org/id/london-borough-council/camden,7141,21/12/2020 02:48:40 PM
1180136938,CAMDEN,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,EUSTON ROAD J/W PANCRAS ROAD,2,03/10/2018 11:30:00 AM,Wednesday,11.30,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,5202,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,530189,182873,-0.124546,51.529768,,,Unknown,"(51.529768, -0.124546)",http://opendatacommunities.org/id/london-borough-council/camden,8379,21/12/2020 02:48:42 PM
1180148450,CAMDEN,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,FORTESS ROAD J/W FORTESS WALK,2,27/11/2018 10:00:00 PM,Tuesday,22.00,3 Bor,A,400,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528980,185370,-0.141051,51.552486,,,Unknown,"(51.552486, -0.141051)",http://opendatacommunities.org/id/london-borough-council/camden,8567,21/12/2020 02:48:43 PM
1190225812,CAMDEN,2 PASSENGER,2 FEMALE,60+,65,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH,"On Camden High Street, 100 metres north of the junction with Mornington Crescent.",1,18/12/2019 11:50:00 AM,Wednesday,11.50,1 TLRN,A,502,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529157,183465,-0.139198,51.535325,,,Unknown,"(51.535325, -0.139198)",http://opendatacommunities.org/id/london-borough-council/camden,9631,21/12/2020 02:48:45 PM
0116EK40508,CAMDEN,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,KENTISH TOWN ROAD J/W PRINCE OF WALES ROAD,2,15/07/2016 04:50:00 PM,Friday,16.50,3 Bor,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,9 Unknown,1 Road-Dry,0 None,0 None,528942,184702,-0.141843,51.546491,,,Unknown,"(51.546491, -0.141843)",http://opendatacommunities.org/id/london-borough-council/camden,6416,21/12/2020 02:48:38 PM
1180147026,CAMDEN,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,GLOUCESTER GATE J/W GLOUCESTER GATE,2,21/11/2018 08:50:00 AM,Wednesday,8.50,3 Bor,Unclassified,0,3 Dual Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,528540,183430,-0.148102,51.535151,,,Unknown,"(51.535151, -0.148102)",http://opendatacommunities.org/id/london-borough-council/camden,8542,21/12/2020 02:48:43 PM
1190214450,CAMDEN,1 DRIVER/RIDER,1 MALE,60+,65,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE,"On Finchley Road, near the junction with Weech Road.",2,28/10/2019 05:09:00 AM,Monday,5.09,1 TLRN,A,41,3 DUAL CWY,30,03 T/STAG JUN,2 AUTO SIG,6,0,5 PEDN PHASE AT ATS,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,525237,185720,-0.194884,51.556474,,,Unknown,"(51.556474, -0.194884)",http://opendatacommunities.org/id/london-borough-council/camden,9472,21/12/2020 02:48:44 PM
0115EK40210,CAMDEN,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car,ARKWRIGHT ROAD J/W FROGNAL,2,07/03/2015 07:50:00 PM,Saturday,19.50,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526230,185230,-0.180744,51.551849,,,Unknown,"(51.551849, -0.180744)",http://opendatacommunities.org/id/london-borough-council/camden,4743,21/12/2020 02:48:36 PM
0115EK40661,CAMDEN,2 Passenger,2 Female,25-59,48,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach,WOBURN PLACE 40M SE OF TAVISTOCK PLACE,1,03/08/2015 01:12:00 PM,Monday,13.12,3 Bor,A,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529990,182270,-0.127636,51.524395,,,Unknown,"(51.524395, -0.127636)",http://opendatacommunities.org/id/london-borough-council/camden,5135,21/12/2020 02:48:36 PM
1170033043,CAMDEN,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,EUSTON ROAD 25M N OF J/W YORK WAY,2,18/04/2017 10:12:00 AM,Tuesday,10.12,1 TLRN,A,501,9 Unknown,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,9 Unknown (S/R),1 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),530280,182930,-0.123214,51.53026,,,Unknown,"(51.53026, -0.123214)",http://opendatacommunities.org/id/london-borough-council/camden,6899,21/12/2020 02:48:39 PM
1180137021,CAMDEN,3 Pedestrian,2 Female,0-15,0,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian,BOUNDARY ROAD J/W ABBEY ROAD,1,05/10/2018 12:00:00 PM,Friday,12.00,3 Bor,B,507,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,507,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526000,183680,-0.184614,51.53797,,,Unknown,"(51.53797, -0.184614)",http://opendatacommunities.org/id/london-borough-council/camden,8382,21/12/2020 02:48:42 PM
1190203206,CAMDEN,1 DRIVER/RIDER,2 FEMALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Prince of Wales Road, near the junction with Harmood Street .",2,04/09/2019 08:15:00 AM,Wednesday,8.15,3 BOR,5,0,6 SINGLE CWY,30,06 CROSSROADS,2 AUTO SIG,6,0,1 ZEBRA,2 DAYLIGHT,1 FINE,2 ROAD-WET,0 NONE,0 NONE,528520,184647,-0.147946,51.546093,,,Unknown,"(51.546093, -0.147946)",http://opendatacommunities.org/id/london-borough-council/camden,9328,21/12/2020 02:48:44 PM
1190158187,CAMDEN,3 PEDESTRIAN,2 FEMALE,16-24,20,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,"On KINGSWAY, WC2, near the junction with KEELEY STREET, WC2.",1,18/01/2019 12:05:00 PM,Friday,12.05,3 BOR,A,4200,3 DUAL CWY,30,09 OTHER JUN,2 AUTO SIG,6,0,4 PELICAN OR SIMILAR,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530609,181281,-0.119085,51.515364,,,Unknown,"(51.515364, -0.119085)",http://opendatacommunities.org/id/london-borough-council/camden,8701,21/12/2020 02:48:43 PM
0116EO40665,CAMDEN,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,"PENTONVILLE ROAD, J/W CALEDONIAN ROAD",2,15/08/2016 07:30:00 PM,Monday,19.30,1 TLRN,A,501,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5203,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530430,183000,-0.121027,51.530854,,,Unknown,"(51.530854, -0.121027)",http://opendatacommunities.org/id/london-borough-council/camden,6543,21/12/2020 02:48:39 PM
0115EK40305,CAMDEN,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,GOODGE STREET J/W WHITEFIELD STREET,5,19/04/2015 11:49:00 AM,Sunday,11.49,3 Bor,B,506,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529530,181760,-0.13445,51.519917,,,Unknown,"(51.519917, -0.13445)",http://opendatacommunities.org/id/london-borough-council/camden,4824,21/12/2020 02:48:36 PM
1170046228,CAMDEN,3 Pedestrian,1 Male,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,EUSTON ROAD 50M E OF J/W GOWER STREET,1,03/07/2017 09:00:00 AM,Monday,9.00,1 TLRN,A,501,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529330,182330,-0.137122,51.525086,,,Unknown,"(51.525086, -0.137122)",http://opendatacommunities.org/id/london-borough-council/camden,7110,21/12/2020 02:48:40 PM
